name,country,city,businessType
NATIONAL STATISTICAL INSTITUTE,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
FONDATSIYA ZA BIOLOGICHNO ZEMEDELIE BIOSELENA,Bulgaria,SOFIA,Other
SDRUZHENIE SAYUZ NA ASOTSIATSIITE NA SOBSTVENITSI,Bulgaria,SOFIA,Other
SMARTCOM BULGARIA AD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
GBS INZHENERING,Bulgaria,SOFIYA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
TRAKIYSKI UNIVERSITET,Bulgaria,STARA ZAGORA,Higher or Secondary Education Establishments
Medical University Of Varna,Bulgaria,Varna,Higher or Secondary Education Establishments
UNIVERSITY OF RUSE ANGEL KANCHEV,Bulgaria,RUSE,Higher or Secondary Education Establishments
"AKADEMIYA ZA MUZIKALNO, TANTZOVO IIZOBRAZITELNO IZKUSTVO PLOVDIV",Bulgaria,Plovdiv,Higher or Secondary Education Establishments
QUADRO SYNERGY LTD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
AGRICULTURAL ACADEMY,Bulgaria,Sofia,Research Organisations
FOUNDATION OPEN SCIENCE,Bulgaria,SOFIA,Research Organisations
KOZLODUY NPP PLC,Bulgaria,KOZLODUY,Private for-profit entities (excluding Higher or Secondary Education Establishments)
RISK ENGINEERING AD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
BOREALIS GLOBAL DESIGNS EOOD,Bulgaria,VARNA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"SDRUJENIE-BISNES INKUBATOR-GOTSE DELCHEV, TSENTAR ZA PODPOMAGANE NA PREDPRIEMACHESTVOTO",Bulgaria,GOTSE DELCHEV,Other
NATSIONALEN CENTAR PO OBSHTESTVENO ZDRAVE I ANALIZI,Bulgaria,SOFIA,Other
MENTAL HEALTH CENTER PROF. N. SHIPKOVENSKI EOOD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ASSOTSIATSIA ZA RAZVITIE NA SOFIA,Bulgaria,SOFIA,Other
MINISTRY OF INTERIOR,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
RINISOFT LTD,Bulgaria,SLIVEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
FONDATSIYA EVROPREYSKI SOFTUEREN INSTITUT - TSENTAR IZTOCHNA EVROPA,Bulgaria,SOFIA,Research Organisations
FONDATSIYA LIBRE,Bulgaria,SOFIA,Research Organisations
Black Sea - Danube Association for Research and Development,Bulgaria,Varna,Research Organisations
AGENCIJA MITNICI,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
EUROPEAN INSTITUTE FOUNDATION,Bulgaria,SOFIA,Other
RAYSAT BULGARIA LTD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
APIS EUROPA,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
OBSHTINA MEZDRA,Bulgaria,MEZDRA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
FENIX DUPNITSA LTD,Bulgaria,DUPNITSA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
OBSHTINA DUPNITSA,Bulgaria,DUPNITSA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
IZPALNITELNA AGENTSIA PO SELEKTSIA I REPRODUKTSIA V ZHIVOTNOVADSTVOTO,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
EXECUTIVE AGENCY MARITIME ADMINISTRATION,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
STEMO OOD,Bulgaria,GABROVO,Private for-profit entities (excluding Higher or Secondary Education Establishments)
RISK ASSESMENT CENTER ON FOOD CHAIN,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
MUNICIPALITY OF GABROVO,Bulgaria,GABROVO,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
SPECIAL CONCEPTS EOOD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
MUNICIPAL ENERGY EFFICIENCY NETWORKECOENERGY ASSOCIATION,Bulgaria,SOFIA,Other
SMART SOFT,Bulgaria,Varna,Private for-profit entities (excluding Higher or Secondary Education Establishments)
TELELINK BUSINESS SERVICES EAD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
FONDATSIYA OBSERVATORIYA PO IKONOMIKA NA KULTURATA,Bulgaria,SOFIA,Other
CENTRE FOR ADVANCED STUDY SOFIA,Bulgaria,SOFIA,Research Organisations
SOCIETY FOR TERRITORIAL AND ENVIRONMENTAL PROSPERITY,Bulgaria,SOFIA,Other
FONDATSIYA TSENTAR ZA LIBERALNI STRATEGII,Bulgaria,SOFIA,Research Organisations
BULGARIAN RESEARCH AND EDUCATION NETWORK,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
DARZHAVNA AGENTSIYA ELEKTRONNO UPRAVLENIE,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
GLAVNA DIREKTSIA BORBA S ORGANIZIRANATA PRESTUPNOST,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
AVERSA OOD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
OPTIX AD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
RAVNA HYDRO LTD,Bulgaria,KARLOVO,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INSTITUTE OF ASTRONOMY AND NATIONAL ASTRONOMICAL OBSERVATORY AT THE BULGARIAN ACADEMY OF SCIENCES,Bulgaria,SOFIA,Research Organisations
RED COAST INTERNATIONAL EOOD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
NATIONAL PATIENTS ORGANISATION,Bulgaria,SOFIA,Other
TEATAR TSVETE,Bulgaria,SOFIA,Other
INSTITUT PO ROBOTIKA,Bulgaria,SOFIA,Research Organisations
CLUB YOUNG SCIENTISTS,Bulgaria,SOFIA,Other
PROF DR ASEN ZLATAROV UNIVERSITY,Bulgaria,BOURGAS,Higher or Secondary Education Establishments
DANLEX EOOD,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ASSOCIATION OF RHODOPE MUNICIPALITIES,Bulgaria,SMOLYAN,Other
MINISTRY OF REGIONAL DEVELOPMENT AND PUBLIC WORKS,Bulgaria,SOFIA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
KLIYNTEH BULGARIA,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
BULGARIAN FACILITY MANAGEMENT ASSOCIATION,Bulgaria,SOFIA,Other
BALGARO-AVSTRIYSKA KONSULTANTSKA KOMPANIA,Bulgaria,SOFIA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
AGENTSIA ZA IKONOMICHESKO RAZVITIE- VARNA,Bulgaria,VARNA,Other
Institute of General and Inorganic Chemistry - Bulgarian Academy of Sciences,Bulgaria,Sofia,Unknown
TECHNICAL UNIVERSITY OF SOFIA,Bulgaria,SOFIA,Unknown
Bulgarian Academy of Sciences Institute of Computer & Communication Systems (Bas/Iccs),Bulgaria,Sofia,Unknown
MINISTRY OF EDUCATION AND SCIENCE.,Bulgaria,SOFIA,Unknown
INSTITUTE OF TRANSPORT AND COMMUNICATIONS LTD.,Bulgaria,Sofia,Unknown
TRANSPORTNO STROITELNA COMPANIA - ENGINEERING LTD.,Bulgaria,Sofia,Unknown
MARIMEX PETER MAKARIEV,Bulgaria,Sofia,Unknown
University of Sofia Kliment Ohridski,Bulgaria,Sofia,Unknown
Marketing Invest Consulting Plovdiv,Bulgaria,,Unknown
Institute of Mechanics and Biomechanics - Bulgarian Academy of Sciences,Bulgaria,Sofia,Unknown
Institute of Physical Chemistry - Bulgarian Academy of Sciences,Bulgaria,Sofia,Unknown
National drug Institute,Bulgaria,Sofia,Unknown
Technical University of Sofia,Bulgaria,Sofia,Unknown
GEOLOGICAL INSTITUTE 'STRASHIMIR DIMITROV' - BULGARIAN ACADEMY OF SCIENCES,Bulgaria,SOFIA,Unknown
CENTRAL LABORATORY OF SOLAR ENERGY AND NEW ENERGY SOURCES - BULGARIAN ACADEMY OF SCIENCES,Bulgaria,SOFIA,Unknown
"NATIONAL CENTRE FOR HYGIENE, MEDICAL ECOLOGY AND NUTRITION",Bulgaria,SOFIA,Unknown
INSTITUTE OF GENERAL AND INORGANIC CHEMISTRY - BULGARIAN ACADEMY OF SCIENCES,Bulgaria,SOFIA,Unknown
Research Organisation and Manufacture of Bioproducts,Bulgaria,Sofia,Unknown
"UNIVERSITY OF MINING AND GEOLOGY ""SAINT IVAN RILSKI""",Bulgaria,SOFIA,Unknown
UNIVERSITY OF FOOD TECHNOLOGIES,Bulgaria,PLOVDIV,Unknown
Agricultural University of Plovdiv,Bulgaria,Plovdiv,Unknown
Institute of Physiology - Bulgarian Academy of Sciences,Bulgaria,Sofia,Unknown
Bourgas Technological University,Bulgaria,Bourgas,Unknown
GEOPHYSICAL INSTITUTE - BULGARIAN ACADEMY OF SCIENCES,Bulgaria,SOFIA,Unknown
INSTITUTE OF GENETIC ENGINEERING,Bulgaria,KOSTINBROD,Unknown
ACADEMY M. POPOV - INSTITUTE OF PLANT PHYSIOLOGY - BULGARIAN ACADEMY OF SCIENCES,Bulgaria,SOFIA,Unknown
BULGARIAN ACADEMY OF SCIENCES,Bulgaria,,Unknown
Center for Informatics and Computer Technology,Bulgaria,,Unknown
UNIVERSITY OF ROUSSE,Bulgaria,ROUSSE,Unknown
