name,country,city,businessType
UNIVERSITY OF THE SOUTH PACIFIC,Fiji,SUVA,Higher or Secondary Education Establishments
Secretariat of The Pacific Community,Fiji,Suva,Unknown
"Ministry of Agriculture, Fisheries and Forests Republic of fiji",Fiji,Nausori,Unknown
"MINISTRY OF AGRICULTURE, FISHERIES AND FORESTS - REPUBLIC OF FIJI",Fiji,NAUSORI,Unknown
ECO - CONSULT PACIFIC CO. LDT,Fiji,SUVA,Unknown
UNIVERSITY OF THE SOUTH PACIFIC,Fiji,SUVA,Unknown
SOUTH PACIFIC APPLIED GEOSCIENCE COMMISSION,Fiji,SUVA,Unknown
