name,country,city,businessType
MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,Burundi,BUJUMBURA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
Universit̩ du Burundi,Burundi,Bujumbura,Unknown
Institut des Sciences Agronomiques,Burundi,Bujumbura,Unknown
ARTIC AND ANTARTIC RESEARCH INSTITUTE,Burundi,St. PETERSBURG,Unknown
"SOLAR ENERGY CENTER ""INTERSOLARCENTER""",Burundi,MOSCOW,Unknown
LIMITED LIABILITY COMPANY SCIENTIFIC RESEARCH INSTITUTE OF NATURAL GASES AN,Burundi,LENINSKY RAION,Unknown
