name,country,city,businessType
KIGALI CITY,Rwanda,KIGALI,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
Institut d'Enseignement Superieur de Ruhengeri,Rwanda,Musanze Ruhengeri,Higher or Secondary Education Establishments
ESRI RWANDA,Rwanda,KIGALI,Private for-profit entities (excluding Higher or Secondary Education Establishments)
AFRICA ENERGY SERVICES GROUP LTD,Rwanda,KIGALI CITY,Private for-profit entities (excluding Higher or Secondary Education Establishments)
RCS GLOBAL UPSTREAM LTD,Rwanda,KIGALI,Private for-profit entities (excluding Higher or Secondary Education Establishments)
UNIVERSITY OF RWANDA,Rwanda,KIGALI,Higher or Secondary Education Establishments
RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPMENT BOARD,Rwanda,KIGALI,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
KOPERATIVE IHUZA ABOROZI BA KIJYAMBERE BAFATANYIJE,Rwanda,BYUMBA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
KIGALI COLLABORATIVE RESEARCH CENTER (KCRC),Rwanda,KIGALI,Other
Universit̩ Nationale,Rwanda,Kigali,Unknown
Institut Pasteur de Bangui,Rwanda,Kigali,Unknown
Universit̩ Nationale du Rwanda,Rwanda,Butar̩,Unknown
KIGALI INSTITUTE OF SCIENCE AND TECHNOLOGY,Rwanda,KIGALI,Unknown
KIGALI INSTITUTE OF SCIENCE AND TECHNOLOGY,Rwanda,KIGALI,Higher or Secondary Education Establishments
National University of Rwanda,Rwanda,Butare,Higher or Secondary Education Establishments
Ministry of Education Rwanda,Rwanda,Kigali,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"MINISTRY IN THE PRESIDENT'S OFFICE IN CHARGE OF INFORMATION AND COMMUNICATION TECHNOLOGY, RWANDA",Rwanda,KIGALI,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"IKIGO GISHINZWE UBUVUZI N'UBUSHAKASHATSI KURI SIDA, MALARIYA, IGITUNTUN'IZINDI NDWARA Z'IBYOREZO (TRAC PLUS)",Rwanda,KIGALI,Research Organisations
