name,country,city,businessType
MIDDLE EAST RESEARCH INSTITUTE,Iraq,ERBIL,Research Organisations
OPEN THINK TANK,Iraq,DUHOK,Research Organisations
MINISTRY OF SCIENCE AND TECHNOLOGY,Iraq,Baghdad,Other
HAMMURABI HUMAN RIGHTS ORGANIZATION,Iraq,BAGHDAD,Research Organisations
DOHUK UNIVERSITY,Iraq,DUHOK,Unknown
DOHUK UNIVERSITY,Iraq,DOHUK,Unknown
