name,country,city,businessType
MINISTARSTVO POLJOPRIVREDE,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKA POLJOPRIVREDNO-SUMARSKA SAVJETODAVNA SLUZBA,Croatia,ZAGREB GRAD ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"ULJANIK - BRODOGRADNJA, STROJOGRADNJA, ELEKTROINDUSTRIJA, OPREMA, PLOVIDBA, TRGOVINA, TURIZAM D. D.",Croatia,PULA GRAD PULA POLA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"FLOW SHIP DESIGN DOO ZA PROJEKTIRANJE, KONZALTING I INZENJERING U BRODOGRADNJI",Croatia,PULA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
YOTTA ADVANCED COMPUTING DOO ZA ISTRAZIVANJE I USLUGE,Croatia,RIJEKA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INOVACIJSKI CENTAR NIKOLA TESLA,Croatia,ZAGREB,Research Organisations
MURAPLAST d.o.o.,Croatia,KOTORIBA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
KONCAR INSTITUT ZA ELEKTROTEHNIKU D.D.,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
MEDUNARODNA ZRACNA LUKA ZAGREB DD,Croatia,VELIKA GORICA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ENERGETSKI INSTITUT HRVOJE POZAR,Croatia,ZAGREB,Research Organisations
SVEUCILISTE U ZAGREBU RUDARSKO-GEOLOSKO-NAFTNI FAKULTET,Croatia,ZAGREB,Higher or Secondary Education Establishments
MINISTRY OF INTERIOR,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
VELEUCILISTE VELIKA GORICA,Croatia,VELIKA GORICA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DRZAVNI HIDROMETEOROLOSKI ZAVOD,Croatia,ZAGREB,Research Organisations
Drzavna uprava za zastitu i spasavanje,Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"SAPONIA KEMIJSKA, PREHRAMBENA I FARMACEUTSKA INDUSTRIA D.D.",Croatia,OSIJEK,Private for-profit entities (excluding Higher or Secondary Education Establishments)
A1 HRVATSKA DRUSTVO S ORGANICENOM ODGOVORNOSCU ZA USLUGE JAVNIH TELEKOMUNIKACIJA,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
