name,country,city,businessType
SYNGENTA CROP PROTECTION AG,Switzerland,BASEL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"L'ENERGIE DE SION-REGION SA, ESR",Switzerland,SION,Private for-profit entities (excluding Higher or Secondary Education Establishments)
HAEFELY TEST AG,Switzerland,BASEL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
JJ COOLING INNOVATION SARL,Switzerland,LAUSANNE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
Swiss Tropical and Public Health Institute,Switzerland,Basel,Other
Medecins Sans Frontieres,Switzerland,Genève,Other
PREMOTEC GMBH,Switzerland,WINTERTHUR,Private for-profit entities (excluding Higher or Secondary Education Establishments)
EVOLVA AG,Switzerland,REINACH,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"EREP SA, ETUDES ET APPLICATIONS D'ENERGIES RENOUVELABLES ET D'EPURATION",Switzerland,ACLENS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
NORTH THIN PLY TECHNOLOGY SARL,Switzerland,RENENS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DIREKTION DER JUSTIZ UND DES INNERN,Switzerland,Zürich,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
Meyer Burger Research AG,Switzerland,HAUTERIVE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SUSS MICROOPTICS SA,Switzerland,HAUTERIVE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
FONDATION INNOVATIVE MEDICINES FOR TUBERCULOSIS (IM4TB),Switzerland,LAUSANNE,Other
WINTERTHUR GAS & DIESEL AG,Switzerland,WINTERTHUR,Private for-profit entities (excluding Higher or Secondary Education Establishments)
BLOOM BIORENEWABLES SARL,Switzerland,RENENS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
BRUSA ELEKTRONIK AG,Switzerland,SENNWALD,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ABB SCHWEIZ AG,Switzerland,BADEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
Retina International,Switzerland,Zurich,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ETH Zurich,Switzerland,Zurich,Higher or Secondary Education Establishments
PI LIGHTING SARL,Switzerland,SION,Private for-profit entities (excluding Higher or Secondary Education Establishments)
RAW LABS SA,Switzerland,LAUSANNE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
EPITHELIX SARL,Switzerland,PLAN LES OUATES,Private for-profit entities (excluding Higher or Secondary Education Establishments)
TEMAS AG TECHNOLOGY AND MANAGEMENT SERVICES,Switzerland,OPFIKON,Private for-profit entities (excluding Higher or Secondary Education Establishments)
EIDGENOESSISCHE ANSTALT FUER WASSERVERSORGUNG ABWASSERREINIGUNG UND GEWAESSERSCHUTZ,Switzerland,DUBENDORF,Other
ETSS AG,Switzerland,STRADA TSCHLIN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INSPHERO AG,Switzerland,SCHLIEREN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
Novartis,Switzerland,Basel,Other
IONPLUS AG,Switzerland,DIETIKON,Private for-profit entities (excluding Higher or Secondary Education Establishments)
AEDS SARL,Switzerland,MARTIGNY CROIX,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ASSOCIATION MOBSYA,Switzerland,RENENS VD,Research Organisations
ALPIQ AG,Switzerland,OLTEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
POWER VISION ENGINEERING SARL,Switzerland,ECUBLENS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SCHWEIZERISCHER VEREIN DES GAS- UND WASSERFACHES,Switzerland,ZUERICH,Other
HSR HOCHSCHULE FUR TECHNIK RAPPERSWIL,Switzerland,RAPPERSWIL,Higher or Secondary Education Establishments
REGIO ENERGIE SOLOTHURN,Switzerland,SOLOTHURN,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
IMMOROC SA,Switzerland,NEUCHATEL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SOLAXESS SA,Switzerland,NEUCHATEL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ASSOCIATION COMPAZ,Switzerland,NEUCHATEL,Other
SOCIETE DES PRODUITS NESTLE SA,Switzerland,VEVEY,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DFRC AG,Switzerland,Zug,Private for-profit entities (excluding Higher or Secondary Education Establishments)
Retina International,Switzerland,Zürich,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SPECTROSWISS SARL,Switzerland,LAUSANNE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
GR3N SAGL,Switzerland,LUGANO,Private for-profit entities (excluding Higher or Secondary Education Establishments)
CIMARK SA,Switzerland,SION,Private for-profit entities (excluding Higher or Secondary Education Establishments)
LONZA AG,Switzerland,BASEL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
NAGI BIOSCIENCE SA,Switzerland,LAUSANNE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
AMAZENTIS SA,Switzerland,ECUBLENS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
MANDAT INTERNATIONAL ALIAS FONDATION POUR LA COOPERATION INTERNATIONALE,Switzerland,GENEVA,Research Organisations
ARCHIMEDE SOLUTIONS SARL,Switzerland,GENEVE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INSTITUT FUR MOLEKULARE UND KLINISCHE OPHTHALMOLOGIE BASEL,Switzerland,BASEL,Research Organisations
STIFTUNG INTERNATIONAL SPACE SCIENCE INSTITUTE,Switzerland,BERN,Research Organisations
H GLASS SA,Switzerland,VILLAZ SAINT PIERRE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
FLUGHAFEN ZURICH AG,Switzerland,ZURICH,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"SKYGUIDE, SA SUISSE POUR LES SERVICES DE LA NAVIGATION AERIENNE CIVILS ET MILITAIRES",Switzerland,GENEVA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
GOLDEN CHLORELLA SA,Switzerland,CHARDONNE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ESU-SERVICES GMBH,Switzerland,SCHAFFHAUSEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
EMPELOR GMBH,Switzerland,ZUG,Private for-profit entities (excluding Higher or Secondary Education Establishments)
PERSPECTIVE ROBOTICS AG,Switzerland,ZURICH,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ARVIEM AG,Switzerland,BAAR,Private for-profit entities (excluding Higher or Secondary Education Establishments)
CENTRE DE RECHERCHES ENERGETIQUES ET MUNICIPALES,Switzerland,MARTIGNY,Research Organisations
VILLE DE GENEVE,Switzerland,GENEVE 3,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
SICHH SWISS INTEGRATIVE CENTER FOR HUMAN HEALTH SA,Switzerland,FRIBOURG,Other
ALBIS OPTOELECTRONICS AG,Switzerland,RUSCHLIKON,Private for-profit entities (excluding Higher or Secondary Education Establishments)
TEP ENERGY GMBH,Switzerland,ZURICH,Private for-profit entities (excluding Higher or Secondary Education Establishments)
KEEN BULL SAGL,Switzerland,LUGANO,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INSPIRE AG FUR MECHATRONISCHE PRODUKTIONSSYSTEME UND FERTIGUNGSTECHNIK,Switzerland,ZURICH,Research Organisations
MEDACTA INTERNATIONAL SA,Switzerland,CASTEL SAN PIETRO,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DSM Nutritional Products Ltd,Switzerland,Kaiseraugst,Private for-profit entities (excluding Higher or Secondary Education Establishments)
IHT INDUSTRIE HAUTE TECHNOLOGIE SA,Switzerland,MONTHEY,Private for-profit entities (excluding Higher or Secondary Education Establishments)
CLOUDBROKER GMBH,Switzerland,ZURICH,Private for-profit entities (excluding Higher or Secondary Education Establishments)
RFBEAM MICROWAVE GMBH,Switzerland,ST GALLEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
EDELWEISS CONNECT GMBH,Switzerland,BASEL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
COMELEC SA,Switzerland,La Chaux-de-Fonds,Private for-profit entities (excluding Higher or Secondary Education Establishments)
PARO AG,Switzerland,SUBINGEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SVTI SCHWEIZERISCHER VEREIN FUR TECHNISCHE INSPEKTIONEN,Switzerland,WALLISELLEN,Other
PHILOCHEM AG,Switzerland,OTELFINGEN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DEVICE GATEWAY SA,Switzerland,LAUSANNE,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ALTOIDA AG,Switzerland,LUZERN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SCHWEIZERISCHE BUNDESBAHNEN SBB,Switzerland,BERN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SCHINDLER SUPPLY CHAIN EUROPE AG,Switzerland,HERGISWIL,Private for-profit entities (excluding Higher or Secondary Education Establishments)
