name,country,city,businessType
University of Ibadan,Nigeria,IBADAN,Other
UNIVERSITY OF LAGOS-UNILAG,Nigeria,LAGOS,Higher or Secondary Education Establishments
AHMADU BELLO UNIVERSITY,Nigeria,ZARIA,Higher or Secondary Education Establishments
UNIVERSITY OF ABUJA,Nigeria,ABUJA,Higher or Secondary Education Establishments
LAGOS STATE UNIVERSITY OJO,Nigeria,LAGOS,Higher or Secondary Education Establishments
CO-CREATION HUB LIMITED,Nigeria,LAGOS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INTERNATIONAL INSTITUTE OF TROPICAL AGRICULTURE,Nigeria,IBADAN,Research Organisations
KWARA STATE UNIVERSITY,Nigeria,MOLETE ILORIN KWARA,Higher or Secondary Education Establishments
National Office for Technology Acquisition and Promotion Act,Nigeria,Abuja,Research Organisations
NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,Nigeria,LAGOS,Research Organisations
FEDERAL UNIVERSITY OF AGRICULTURE ABEOKUTA,Nigeria,ABEOKUTA,Higher or Secondary Education Establishments
OBAFEMI AWOLOWO UNIVERSITY,Nigeria,ILE IFE,Higher or Secondary Education Establishments
INSTITUTE OF HUMAN VIROLOGY NIGERIA LTDGTE,Nigeria,ABUJA,Research Organisations
NIGERIA HYDROLOGICAL SERVICES AGENCY,Nigeria,ABUJA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
University College of Ibadan,Nigeria,Ibadan,Unknown
University of Nigeria,Nigeria,Nsukka,Unknown
Oyo State University of Technology,Nigeria,Ogbomoso,Unknown
Universit̩ Nationale de B̩nin,Nigeria,Benin,Unknown
Obafemi Awolowo University,Nigeria,Ile Ife,Unknown
Federal University of Technology,Nigeria,Yola,Unknown
"Federal Institute of Industrial Research, Oshodi",Nigeria,Lagos,Unknown
Usmanu Danfodiyo University Sokoto,Nigeria,Sokoto,Unknown
Nigerian Institute for Trypanosomiasis Research,Nigeria,Kaduna,Unknown
Enugu State of Nigeria,Nigeria,Enugu,Unknown
Forest Research Institute of Nigeria,Nigeria,Ibadan,Unknown
University of Ilorin,Nigeria,Ilorin,Unknown
International Crops Research Institute for the Semi-Arid Tropics,Nigeria,Niamey,Unknown
Organization of African Unity,Nigeria,Lagos,Unknown
Nigerian Institute for Oceanography and Marine Research,Nigeria,Lagos,Unknown
National Root Crops Research Institute,Nigeria,Umuahia,Unknown
National Institute for Freshwater Fisheries Research,Nigeria,New Bussa - Niger State,Unknown
UNIVERSITY OF CALABAR,Nigeria,CALABAR,Unknown
"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, OSHODI",Nigeria,LAGOS,Unknown
OBAFEMI AWOLOWO UNIVERSITY,Nigeria,IIE-IFE - OSUN STATE,Unknown
UNIVERSITY COLLEGE OF IBADAN,Nigeria,IBADAN,Unknown
INTERNATIONAL INSTITUTE OF TROPICAL AGRICULTURE,Nigeria,IBADAN,Unknown
"UNIVERSITY OF AGRICULTURE, ABEOKUTA. OGUN STATE NIGERIA",Nigeria,ABEOKUTA,Unknown
UNIVERSITY OF JOS,Nigeria,JOS,Unknown
SACRED HEART HOSPITAL,Nigeria,ABEOKUTA,Unknown
"COLLEGE OF MEDICINE, UNIVERSITY OF IBADAN",Nigeria,IBADAN,Unknown
ENVIRONMENTAL RIGHTS DEVELOPMENT FOUNDATION INCORPORATED TRUSTEES,Nigeria,BENIN CITY,Other
Osun State University,Nigeria,Osogbo,Higher or Secondary Education Establishments
TORDEN INTERNATIONAL LIMITED,Nigeria,ABUJA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
National Veterinary research institute,Nigeria,VOM,Research Organisations
National Space Research and Development Agency,Nigeria,Abuja,Research Organisations
ENVIRONMENTAL LAW RESEARCH INSTITUTE,Nigeria,Ikoyi,Research Organisations
College of Medicine of the University of Nigeria,Nigeria,Enugu,Higher or Secondary Education Establishments
UNIVERSITY OF NIGERIA,Nigeria,NSUKKA,Higher or Secondary Education Establishments
NIGERIAN INSTITUTE OF MEDICAL RESEARCH,Nigeria,LAGOS,Research Organisations
UNIVERSITY OF BENIN*,Nigeria,BENIN CITY,Higher or Secondary Education Establishments
"College of Medicine, University of Ibadan",Nigeria,Ibadan,Higher or Secondary Education Establishments
JOS UNIVERSITY TEACHING HOSPITAL,Nigeria,JOS,Higher or Secondary Education Establishments
KUSAMOTU & KUSAMOTU,Nigeria,LAGOS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
REGIONAL CENTRE FOR TRAINING IN AERIAL SURVEYS,Nigeria,ILE IFE,Research Organisations
"FEDERAL UNIVERSITY OF TECHNOLOGY, MINNA",Nigeria,MINNA,Higher or Secondary Education Establishments
PEAK PRECISION PRODUCTS NIGERIA LIMITED,Nigeria,IBARA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,Nigeria,ABUJA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
NOBEX TECHNICAL COMPANY LIMITED,Nigeria,LAGOS,Private for-profit entities (excluding Higher or Secondary Education Establishments)
THE NATIONAL ROOT CROPS RESEARCH INSTITUTE,Nigeria,UMUAHIA,Research Organisations
